	max_isos_sample	max_sample	annot_gene_name	annot_gene_id
76366	1.0	colon	PYY	ENSG00000131096.10
48491	1.0	brain	B4GALNT4	ENSG00000182272.11
76536	1.0	a673	C1QL1	ENSG00000131094.3
88620	1.0	adrenal gland	GGT7	ENSG00000131067.16
22188	1.0	brain	DCAF4L1	ENSG00000182308.6
87638	1.0	a673	ZSCAN22	ENSG00000182318.5
84852	1.0	calu3	IFNL1	ENSG00000182393.2
86030	1.0	a673	KCNJ14	ENSG00000182324.6
858	1.0	liver	PRAMEF8	ENSG00000182330.10
47116	1.0	h9_panc_beta	LIPF	ENSG00000182333.14
91834	1.0	colon	CRIP1P4	ENSG00000182351.7
78128	1.0	colon	C17orf77	ENSG00000182352.8
33308	1.0	adipose	ULBP3	ENSG00000131019.10
38326	1.0	brain	FAM87A	ENSG00000182366.9
33303	1.0	a673	ULBP2	ENSG00000131015.4
1944	1.0	adipose	FAM167B	ENSG00000183615.5
81631	1.0	a673	MRPL54	ENSG00000183617.4
95773	1.0	heart	PRR32	ENSG00000183631.4
28873	1.0	brain	DRD1	ENSG00000184845.3
93831	1.0	brain	DDX53	ENSG00000184735.6
95230	1.0	a673	HNRNPH2	ENSG00000126945.8
95913	1.0	adipose	SMIM10	ENSG00000184785.5
33700	1.0	a673	TCTE3	ENSG00000184786.5
95107	1.0	brain	SATL1	ENSG00000184788.13
51856	1.0	ocily7	UNC93B5	ENSG00000184795.9
73158	1.0	adipose	TRARG1	ENSG00000184811.3
121324	1.0	adipose	PRR16	ENSG00000184838.14
69503	1.0	a673	TMEM186	ENSG00000184857.7
47113	1.0	colon	RNLS	ENSG00000184719.11
63128	1.0	a673	HSPA2	ENSG00000126803.9
96567	1.0	adrenal gland	SRY	ENSG00000184895.7
19132	1.0	a673	H1FX	ENSG00000184897.5
42824	1.0	adipose	AMYH02020865.1	ENSG00000184906.11
92670	1.0	h1_de	FAM227A	ENSG00000184949.15
1651	1.0	h1	AHDC1	ENSG00000126705.14
69319	1.0	h1	GLIS2	ENSG00000126603.8
86952	1.0	brain	PRKCG	ENSG00000126583.10
70289	1.0	colon	APOBR	ENSG00000184730.10
45122	1.0	brain	LRRC26	ENSG00000184709.7
76193	1.0	h1	WNK4	ENSG00000126562.16
83284	1.0	a673	ABHD8	ENSG00000127220.5
1482	1.0	a673	AUNIP	ENSG00000127423.10
32823	1.0	pgp1_endo	C6orf58	ENSG00000184530.8
38152	1.0	adrenal gland	CRYGN	ENSG00000127377.9
78708	1.0	a673	SOCS3	ENSG00000184557.4
49934	1.0	hl60_m1_12hr	AC132216.1	ENSG00000184566.3
37738	1.0	colon	TAS2R5	ENSG00000127366.5
37737	1.0	brain	TAS2R4	ENSG00000127364.3
20880	1.0	adrenal gland	HRASLS	ENSG00000127252.5
38530	1.0	ocily7	FAM167A-AS1	ENSG00000184608.8
95197	1.0	adrenal gland	TMEM35A	ENSG00000126950.7
29816	1.0	h9_chondro	RPL7P26	ENSG00000184612.8
2489	1.0	colon	EDN2	ENSG00000127129.9
43395	1.0	adipose	OMD	ENSG00000127083.7
42934	1.0	brain	FOXD4L4	ENSG00000184659.5
94716	1.0	liver	AMER1	ENSG00000184675.10
1254	1.0	a673	ZBTB40	ENSG00000184677.17
5182	1.0	a673	HIST2H2BE	ENSG00000184678.10
49016	1.0	h1_de	OR51M1	ENSG00000184698.5
21622	1.0	brain	SORCS2	ENSG00000184985.16
51080	1.0	colon	FLRT1	ENSG00000126500.3
70880	1.0	k562	TP53TG3	ENSG00000183632.14
88693	1.0	adipose	GDF5	ENSG00000125965.8
8300	1.0	colon	MIXL1	ENSG00000185155.11
74149	1.0	calu3	MFSD6L	ENSG00000185156.5
93707	1.0	gm12878	GRPR	ENSG00000126010.5
78939	1.0	adrenal gland	LINC00482	ENSG00000185168.5
90899	1.0	heart	LINC00313	ENSG00000185186.8
88512	1.0	a673	PLAGL2	ENSG00000126003.6
96562	1.0	k562	WASIR1	ENSG00000185203.12
88668	1.0	adrenal gland	MMP24	ENSG00000125966.9
81566	1.0	adipose	S1PR4	ENSG00000125910.5
30087	1.0	gm12878	HIST1H2BL	ENSG00000185130.5
96129	1.0	hffc6	MAGEA11	ENSG00000185247.14
88201	1.0	pgp1_endo	OTOR	ENSG00000125879.4
87801	1.0	a673	TCF15	ENSG00000125878.6
45566	1.0	adrenal gland	CDNF	ENSG00000185267.9
61468	1.0	muscle	KLHL33	ENSG00000185271.8
88099	1.0	caco2	LRRN4	ENSG00000125872.7
96625	1.0	colon	CD24P4	ENSG00000185275.6
35328	1.0	adrenal gland	NUPR2	ENSG00000185290.3
24400	1.0	brain	NPY2R	ENSG00000185149.5
33694	1.0	a673	C6orf120	ENSG00000185127.6
86326	1.0	vessels	TSKS	ENSG00000126467.10
75968	1.0	h9_panc_beta	KRT36	ENSG00000126337.13
59519	1.0	a673	BRI3BP	ENSG00000184992.10
42293	1.0	h9_panc_progen	IFNE	ENSG00000184995.7
51008	1.0	liver	SLC22A10	ENSG00000184999.11
86280	1.0	brain	SCAF1	ENSG00000126461.14
32643	1.0	adrenal gland	RFX6	ENSG00000185002.9
75843	1.0	a673	NR1D1	ENSG00000126368.5
24910	1.0	brain	LRRC14B	ENSG00000185028.3
3468	1.0	vessels	SLC2A3P2	ENSG00000185031.6
84240	1.0	brain	FFAR1	ENSG00000126266.3
61308	1.0	hepg2	PROZ	ENSG00000126231.13
88298	1.0	a673	SLC24A3	ENSG00000185052.11
28864	1.0	wtc11	C5orf47	ENSG00000185056.9
91344	1.0	brain	AC000068.1	ENSG00000185065.6
50882	1.0	a673	INTS5	ENSG00000185085.2
84243	1.0	colon	GPR42	ENSG00000126251.6
84410	1.0	a673	LRFN3	ENSG00000126243.8
20946	1.0	a673	FAM43A	ENSG00000185112.5
65144	1.0	a673	NSMCE3	ENSG00000185115.5
83148	1.0	a673	KLF2	ENSG00000127528.5
65298	1.0	h1	NUTM1	ENSG00000184507.15
75996	1.0	h9_panc_beta	GAST	ENSG00000184502.3
6106	1.0	a673	IQGAP3	ENSG00000183856.10
41956	1.0	adipose	C9orf66	ENSG00000183784.7
194291	1.0	brain	OPN1SW	ENSG00000128617.2
88988	1.0	h1	EMILIN3	ENSG00000183798.4
32642	1.0	a673	FAM162B	ENSG00000183807.7
37317	1.0	a673	SMO	ENSG00000128602.9
31205	1.0	colon	BTBD9	ENSG00000183826.17
96242	1.0	a673	PNMA3	ENSG00000183837.9
12507	1.0	colon	GPR39	ENSG00000183840.6
28340	1.0	brain	ARSI	ENSG00000183876.8
39299	1.0	a673	ZNF703	ENSG00000183779.6
947	1.0	brain	SRARP	ENSG00000183888.4
95768	1.0	adrenal gland	SH2D1A	ENSG00000183918.16
8470	1.0	h9_neural_crest	DUSP5P1	ENSG00000183929.7
55152	1.0	adipose	HTR7P1	ENSG00000183935.5
74746	1.0	h1	RNF112	ENSG00000128482.15
3672	1.0	adipose	ST6GALNAC3	ENSG00000184005.10
92586	1.0	brain	C22orf23	ENSG00000128346.10
90662	1.0	k562	DSCR4	ENSG00000184029.9
22205	1.0	brain	KCTD8	ENSG00000183783.6
90744	1.0	calu3	B3GALT5	ENSG00000183778.17
12131	1.0	hepg2	FOXD4L1	ENSG00000184492.6
13274	1.0	a673	HOXD13	ENSG00000128714.5
25217	1.0	brain	MARCH11	ENSG00000183654.8
41173	1.0	a673	TRMT12	ENSG00000183665.5
65574	1.0	adipose	DLL4	ENSG00000128917.7
85336	1.0	calu3	PSG9	ENSG00000183668.17
2324	1.0	brain	BMP8A	ENSG00000183682.7
73092	1.0	a673	RFLNB	ENSG00000183688.4
77262	1.0	brain	NOG	ENSG00000183691.4
60275	1.0	h9_chondro	LHFPL6	ENSG00000183722.8
39710	1.0	h1	NPBWR1	ENSG00000183729.3
13301	1.0	adipose	HOXD1	ENSG00000128645.14
10790	1.0	pgp1_endo	FIGLA	ENSG00000183733.6
48793	1.0	adrenal gland	ASCL2	ENSG00000183734.4
13281	1.0	a673	HOXD9	ENSG00000128709.12
13072	1.0	adrenal gland	EIF2S2P4	ENSG00000128692.8
13337	1.0	heart	PDE11A	ENSG00000128655.17
84840	1.0	brain	ACP7	ENSG00000183760.10
92000	1.0	adipose	KREMEN1	ENSG00000183762.12
19451	1.0	adrenal gland	FOXL2	ENSG00000183770.6
92568	1.0	pgp1	GALR3	ENSG00000128310.2
92824	1.0	brain	MCHR1	ENSG00000128285.4
92918	1.0	heart	SREBF2-AS1	ENSG00000184068.2
20161	1.0	a673	ACTRT3	ENSG00000184378.2
62231	1.0	hffc6	PRKD1	ENSG00000184304.14
18608	1.0	colon	ZDHHC23	ENSG00000184307.14
54817	1.0	adrenal gland	GDF3	ENSG00000184344.3
28723	1.0	colon	SLIT3	ENSG00000184347.14
26950	1.0	heart	EFNA5	ENSG00000184349.12
48876	1.0	brain	MRGPRE	ENSG00000184350.9
30100	1.0	colon	HIST1H1B	ENSG00000184357.4
41062	1.0	adrenal gland	COLEC10	ENSG00000184374.2
90810	1.0	brain	UMODL1-AS1	ENSG00000184385.2
92352	1.0	brain	RFPL3	ENSG00000128276.10
94932	1.0	brain	PABPC1L2B	ENSG00000184388.5
37144	1.0	muscle	KCND2	ENSG00000184408.9
36568	1.0	adrenal gland	IRS3P	ENSG00000184414.2
81760	1.0	a673	TICAM1	ENSG00000127666.9
42353	1.0	colon	LRRC19	ENSG00000184434.7
39216	1.0	colon	TUBBP1	ENSG00000127589.4
94800	1.0	adrenal gland	FOXO4	ENSG00000184481.16
32246	1.0	a673	POU3F2	ENSG00000184486.9
63024	1.0	a673	SIX6	ENSG00000184302.6
3332	1.0	adipose	TACSTD2	ENSG00000184292.6
36147	1.0	a673	GNG11	ENSG00000127920.5
5184	1.0	adrenal gland	HIST2H2AB	ENSG00000184270.4
20054	1.0	colon	BRD7P2	ENSG00000184100.6
24890	1.0	h9_panc_beta	TRIML1	ENSG00000184108.7
92766	1.0	gm12878	MGAT3	ENSG00000128268.11
91787	1.0	heart	POM121L9P	ENSG00000128262.8
23984	1.0	hffc6	RPL7AP28	ENSG00000184139.8
41315	1.0	lung	KCNQ3	ENSG00000184156.16
21512	1.0	a673	ADRA2C	ENSG00000184160.7
98	1.0	brain	C1QTNF12	ENSG00000184163.3
91712	1.0	adrenal gland	VPREB3	ENSG00000128218.7
22346	1.0	adrenal gland	SCFD2	ENSG00000184178.15
91876	1.0	a673	ASPHD2	ENSG00000128203.6
74862	1.0	brain	KCNJ12	ENSG00000184185.9
94528	1.0	h1	GPR173	ENSG00000184194.5
94778	1.0	gm12878	DGAT2L6	ENSG00000184210.5
84853	1.0	a673	LRFN1	ENSG00000128011.4
96048	1.0	adipose	CDR1	ENSG00000184258.7
5183	1.0	a673	HIST2H2AC	ENSG00000184260.5
94438	1.0	gm12878	GAGE2A	ENSG00000189064.8
63721	1.0	a673	IRF2BPL	ENSG00000119669.4
16882	1.0	adrenal gland	SETD2	ENSG00000181555.20
75965	1.0	hepg2	KRT37	ENSG00000108417.3
120183	1.0	adrenal gland	LRRC37A5P	ENSG00000204173.11
77697	1.0	a673	FTSJ3	ENSG00000108592.16
46232	1.0	caco2	BMS1P1	ENSG00000204177.10
30934	1.0	colon	RPL12P1	ENSG00000204194.1
13956	1.0	adipose	RPL12P16	ENSG00000204196.5
30880	1.0	adrenal gland	RING1	ENSG00000204227.4
30879	1.0	a673	HSD17B8	ENSG00000204228.3
74314	1.0	h9_neural_crest	ZNF29P	ENSG00000108452.1
30855	1.0	adipose	HLA-DOA	ENSG00000204252.13
94801	1.0	hl60_m2_24hr	CXorf65	ENSG00000204165.5
13561	1.0	a673	HNRNPCP2	ENSG00000204253.4
75121	1.0	h9_neural_crest	CRYBA1	ENSG00000108255.7
47269	1.0	adrenal gland	TBC1D12	ENSG00000108239.8
46929	1.0	h1	ZMIZ1	ENSG00000108175.16
30757	1.0	colon	RNF5	ENSG00000204308.7
47859	1.0	a673	SMC3	ENSG00000108055.9
30729	1.0	a673	FKBPL	ENSG00000204315.3
48307	1.0	heart	EBF3	ENSG00000108001.13
46253	1.0	brain	AGAP9	ENSG00000204172.12
75372	1.0	a673	ASIC2	ENSG00000108684.14
78127	1.0	lung	CD300LD	ENSG00000204345.1
31246	1.0	h1	TDRG1	ENSG00000204091.7
31469	1.0	adrenal gland	LRRC73	ENSG00000204052.4
95442	1.0	pgp1_excite_neuron	MYCLP1	ENSG00000204053.6
73707	1.0	colon	ALOX12	ENSG00000108839.11
2488	1.0	a673	FOXO6	ENSG00000204060.7
95327	1.0	adipose	TCEAL5	ENSG00000204065.2
77094	1.0	a673	LRRC59	ENSG00000108829.9
95237	1.0	a673	ARMCX7P	ENSG00000204072.3
95158	1.0	adipose	RPA4	ENSG00000204086.4
31249	1.0	brain	LINC00951	ENSG00000204092.2
75386	1.0	adrenal gland	CCL7	ENSG00000108688.11
88967	1.0	a673	MAFB	ENSG00000204103.3
77064	1.0	a673	PPP1R9B	ENSG00000108819.10
94934	1.0	brain	NAP1L6	ENSG00000204118.2
76167	1.0	brain	CNTNAP1	ENSG00000108797.11
76128	1.0	brain	HSD17B1	ENSG00000108786.10
75471	1.0	a673	PEX12	ENSG00000108733.9
46325	1.0	brain	AGAP6	ENSG00000204149.10
75388	1.0	adipose	CCL8	ENSG00000108700.4
47771	1.0	heart	SH3PXD2A	ENSG00000107957.16
47199	1.0	heart	CPEB3	ENSG00000107864.14
89260	1.0	pgp1_endo	SLC12A5-AS1	ENSG00000204044.6
42067	1.0	pgp1	RLN2	ENSG00000107014.8
30409	1.0	h9_panc_beta	MUC21	ENSG00000204544.5
42633	1.0	adrenal gland	CA9	ENSG00000107159.12
44920	1.0	brain	KCNT1	ENSG00000107147.12
52038	1.0	brain	KRTAP5-10	ENSG00000204572.9
42068	1.0	gm12878	RLN1	ENSG00000107018.7
59681	1.0	ovary	LRCOL1	ENSG00000204583.9
77034	1.0	heart	FLJ45513	ENSG00000204584.1
11950	1.0	brain	LINC01123	ENSG00000204588.5
30260	1.0	colon	TRIM40	ENSG00000204614.8
30420	1.0	pgp1	PSORS1C2	ENSG00000204538.3
30255	1.0	adrenal gland	RNF39	ENSG00000204618.8
94277	1.0	adrenal gland	AC115618.1	ENSG00000204620.3
30241	1.0	hepg2	HLA-J	ENSG00000204622.11
30237	1.0	adrenal gland	ZNRD1ASP	ENSG00000204623.9
11732	1.0	hl60_m1_24hr	NMS	ENSG00000204640.1
43394	1.0	a673	OGN	ENSG00000106809.10
30204	1.0	h1	ZFP57	ENSG00000204644.9
76615	1.0	adrenal gland	RPS26P8	ENSG00000204652.6
30413	1.0	pc9	C6orf15	ENSG00000204542.2
87289	1.0	pgp1_excite_neuron	ZSCAN5C	ENSG00000204532.6
53411	1.0	colon	NXPE2	ENSG00000204361.8
30599	1.0	brain	VWA7	ENSG00000204396.10
30647	1.0	wtc11	ZBTB12	ENSG00000204366.3
47666	1.0	h9_chondro	PITX3	ENSG00000107859.9
47193	1.0	a673	TNKS2	ENSG00000107854.5
12822	1.0	lung	PKP4-AS1	ENSG00000204380.4
47595	1.0	caco2	TLX1	ENSG00000107807.12
30612	1.0	a673	HSPA1B	ENSG00000204388.6
30611	1.0	a673	HSPA1A	ENSG00000204389.9
30610	1.0	brain	HSPA1L	ENSG00000204390.9
53065	1.0	brain	CASP12	ENSG00000204403.9
42652	1.0	a673	RGP1	ENSG00000107185.9
30566	1.0	h9_neural_crest	AL662899.1	ENSG00000204422.7
30568	1.0	vessels	LY6G6F	ENSG00000204424.9
47523	1.0	brain	PKD2L1	ENSG00000107593.16
30537	1.0	a673	C6orf47	ENSG00000204439.3
43234	1.0	pgp1_endo	C9orf170	ENSG00000204446.4
12380	1.0	muscle	LINC01854	ENSG00000204460.3
42782	1.0	a673	SHB	ENSG00000107338.9
43012	1.0	brain	APBA1	ENSG00000107282.7
46907	1.0	mcf7	AL391421.1	ENSG00000204049.1
95560	1.0	hl60_m2_72hr	TRPC5OS	ENSG00000204025.7
42486	1.0	a673	DCAF12	ENSG00000198876.12
34895	1.0	hl60_m0	AC004988.1	ENSG00000203446.2
91847	1.0	muscle	AL022323.1	ENSG00000203280.4
5463	1.0	adrenal gland	TDRKH-AS1	ENSG00000203288.3
22683	1.0	hffc6	PF4V1	ENSG00000109272.3
11282	1.0	brain	AC012454.1	ENSG00000203363.2
67262	1.0	h1_de	AC105020.1	ENSG00000203392.3
45508	1.0	colon	BTBD7P1	ENSG00000203414.2
47816	1.0	liver	AL353740.1	ENSG00000203434.2
61074	1.0	k562	LINC00449	ENSG00000203441.2
712	1.0	hl60_m2_24hr	AL354956.1	ENSG00000203469.2
89554	1.0	caco2	AL157414.1	ENSG00000203266.2
31952	1.0	vessels	HMGB1P39	ENSG00000203489.3
47862	1.0	a673	PDCD4-AS1	ENSG00000203497.2
16227	1.0	heart	RBMS3-AS2	ENSG00000203506.5
14627	1.0	calu3	AC104772.1	ENSG00000203531.3
62286	1.0	a673	AL139353.1	ENSG00000203546.7
54342	1.0	adrenal gland	AC005342.1	ENSG00000203593.3
91371	1.0	a673	GP1BB	ENSG00000203618.5
1900	1.0	caco2	AL354919.1	ENSG00000203620.2
43588	1.0	adrenal gland	AL590705.1	ENSG00000203279.3
43088	1.0	adrenal gland	RORB	ENSG00000198963.10
19176	1.0	colon	AC083799.1	ENSG00000203644.3
24475	1.0	h1	RAPGEF2	ENSG00000109756.9
96239	1.0	h1	PNMA5	ENSG00000198883.11
96671	1.0	a673	MT-ND4	ENSG00000198886.2
96652	1.0	a673	MT-ND1	ENSG00000198888.2
95772	1.0	h1	DCAF12L1	ENSG00000198889.4
96667	1.0	a673	MT-ATP6	ENSG00000198899.2
88969	1.0	a673	TOP1	ENSG00000198900.5
54241	1.0	h1	B3GAT1	ENSG00000109956.12
11837	1.0	brain	POU3F3	ENSG00000198914.3
21772	1.0	a673	BST1	ENSG00000109743.10
24080	1.0	heart	UCP1	ENSG00000109424.3
21719	1.0	a673	NKX3-2	ENSG00000109705.7
21704	1.0	gm12878	CLNK	ENSG00000109684.14
24697	1.0	a673	NEIL3	ENSG00000109674.3
76775	1.0	brain	TBKBP1	ENSG00000198933.9
95025	1.0	adrenal gland	MAGEE1	ENSG00000198934.4
31192	1.0	a673	CCDC167	ENSG00000198937.8
96668	1.0	a673	MT-CO3	ENSG00000198938.2
27447	1.0	brain	SOWAHA	ENSG00000198944.5
9028	1.0	h9	AC144450.1	ENSG00000203635.2
20313	1.0	heart	LINC00501	ENSG00000203645.2
95594	1.0	calu3	CT83	ENSG00000204019.4
31906	1.0	pc9	OOEP	ENSG00000203907.9
5177	1.0	colon	HIST2H3A	ENSG00000203852.3
22177	1.0	colon	PHOX2B	ENSG00000109132.6
32128	1.0	h1_de	C6orf163	ENSG00000203872.6
47830	1.0	brain	ADD3-AS1	ENSG00000203876.9
74200	1.0	hl60_m1_12hr	MYH3	ENSG00000109063.14
89952	1.0	adrenal gland	SOX18	ENSG00000203883.6
74185	1.0	brain	RCVRN	ENSG00000109047.7
89850	1.0	brain	AL121827.1	ENSG00000203900.2
31905	1.0	h1	KHDC3L	ENSG00000203908.3
5172	1.0	a673	HIST2H2AA3	ENSG00000203812.2
31904	1.0	h1	DPPA5	ENSG00000203909.3
96056	1.0	h1	SPANXA2	ENSG00000203926.4
74008	1.0	a673	EFNB3	ENSG00000108947.4
77854	1.0	adrenal gland	CACNG1	ENSG00000108878.4
95674	1.0	hl60_m2_24hr	RHOXF2B	ENSG00000203989.4
76364	1.0	colon	PPY	ENSG00000108849.7
89441	1.0	adrenal gland	LINC01270	ENSG00000203999.8
47151	1.0	liver	IFIT1B	ENSG00000204010.3
4954	1.0	lung	HIST2H3PS2	ENSG00000203818.7
5171	1.0	gm12878	HIST2H3C	ENSG00000203811.1
17958	1.0	pgp1	AC106827.1	ENSG00000203647.2
6791	1.0	heart	METTL11B	ENSG00000203740.3
95613	1.0	pgp1_astro	LINC01285	ENSG00000203650.8
8952	1.0	gm12878	OR2T5	ENSG00000203661.4
22427	1.0	h1	KIAA1211	ENSG00000109265.14
22604	1.0	pgp1_endo	SMR3A	ENSG00000109208.4
7820	1.0	colon	CR1	ENSG00000203710.11
22308	1.0	colon	CWH43	ENSG00000109182.11
33247	1.0	brain	SAMD5	ENSG00000203727.3
6876	1.0	brain	AL645568.1	ENSG00000203739.3
32837	1.0	brain	TMEM244	ENSG00000203756.7
32313	1.0	brain	LIN28B-AS1	ENSG00000203809.6
6234	1.0	lung	OR6K3	ENSG00000203757.2
5949	1.0	lung	MSTO2P	ENSG00000203761.5
48276	1.0	adrenal gland	FANK1	ENSG00000203780.10
5512	1.0	pgp1_astro	LOR	ENSG00000203782.5
5511	1.0	caco2	PRR9	ENSG00000203783.4
22553	1.0	adrenal gland	GNRHR	ENSG00000109163.6
5268	1.0	heart	ADAMTSL4-AS1	ENSG00000203804.4
32320	1.0	heart	BVES-AS1	ENSG00000203808.11
44005	1.0	a673	MEGF9	ENSG00000106780.8
45686	1.0	a673	CASC10	ENSG00000204682.5
30188	1.0	vessels	MAS1L	ENSG00000204687.4
66865	1.0	gm12878	AC064799.1	ENSG00000212664.5
18333	1.0	a673	LNP1	ENSG00000206535.7
16277	1.0	h1	TRIM71	ENSG00000206557.5
44456	1.0	brain	AL359091.1	ENSG00000207955.5
83373	1.0	brain	SLC5A5	ENSG00000105641.3
86990	1.0	a673	LENG1	ENSG00000105617.3
86953	1.0	wtc11	CACNG7	ENSG00000105605.7
55080	1.0	h9_panc_progen	TAS2R19	ENSG00000212124.2
27056	1.0	a673	ZRSR2P1	ENSG00000212643.3
86098	1.0	h1	FGF21	ENSG00000105550.9
18894	1.0	a673	HACD2	ENSG00000206527.9
79861	1.0	hffc6	CTAGE1	ENSG00000212710.4
75957	1.0	caco2	KRTAP2-3	ENSG00000212724.3
45379	1.0	heart	AL137145.1	ENSG00000212743.2
95914	1.0	a673	RTL8B	ENSG00000212747.4
49576	1.0	gm12878	ST13P5	ENSG00000212789.4
29718	1.0	a673	RPL15P3	ENSG00000212802.4
37852	1.0	hl60_m1_72hr	OR2A42	ENSG00000212807.2
42141	1.0	a673	RPS26P3	ENSG00000212829.8
18578	1.0	brain	CFAP44	ENSG00000206530.10
79567	1.0	muscle	LRRC30	ENSG00000206422.2
75953	1.0	caco2	KRTAP3-1	ENSG00000212901.3
38413	1.0	adrenal gland	DEFA1	ENSG00000206047.2
48722	1.0	hepg2	FAM99A	ENSG00000205866.3
48721	1.0	lung	KRTAP5-2	ENSG00000205867.3
65732	1.0	colon	RPS3AP47	ENSG00000205871.5
54782	1.0	colon	C1RL-AS1	ENSG00000205885.7
73157	1.0	brain	BHLHA9	ENSG00000205899.3
68997	1.0	h9_chondro	SRRM2-AS1	ENSG00000205913.6
81388	1.0	calu3	ONECUT3	ENSG00000205922.4
62167	1.0	a673	NYNRIN	ENSG00000205978.5
83650	1.0	a673	ZNF14	ENSG00000105708.8
79576	1.0	adipose	RAB12	ENSG00000206418.4
80739	1.0	h9_panc_beta	SERPINB11	ENSG00000206072.12
80738	1.0	calu3	SERPINB4	ENSG00000206073.10
24966	1.0	brain	ZDHHC11B	ENSG00000206077.10
91554	1.0	adrenal gland	P2RX6P	ENSG00000206145.8
84309	1.0	h9_panc_beta	ATP4A	ENSG00000105675.8
68310	1.0	brain	HBM	ENSG00000206177.6
84325	1.0	adrenal gland	ETV2	ENSG00000105672.14
91323	1.0	lung	TSSK2	ENSG00000206203.4
45139	1.0	a673	RNF208	ENSG00000212864.3
96670	1.0	adrenal gland	MT-ND4L	ENSG00000212907.2
30179	1.0	brain	LINC01556	ENSG00000204709.4
32496	1.0	hl60_m2_24hr	CNN2P9	ENSG00000213149.3
33328	1.0	h9_panc_progen	AL356535.1	ENSG00000213087.3
86023	1.0	colon	SYNGR4	ENSG00000105467.8
33320	1.0	pgp1_endo	PDCL3P5	ENSG00000213089.4
86028	1.0	caco2	GRIN2D	ENSG00000105464.3
32927	1.0	hl60_m2_72hr	RPL23AP46	ENSG00000213122.4
20726	1.0	a673	CRYGS	ENSG00000213139.7
58996	1.0	heart	AC084880.1	ENSG00000213144.2
48432	1.0	k562	RPL23AP60	ENSG00000213147.3
5466	1.0	brain	LINGO4	ENSG00000213171.2
6396	1.0	adrenal gland	AL354714.2	ENSG00000213080.3
2415	1.0	vessels	AL031985.1	ENSG00000213172.3
20223	1.0	lung	AC026316.1	ENSG00000213174.3
64602	1.0	adipose	RPL13P6	ENSG00000213176.4
20159	1.0	adrenal gland	RPL22P1	ENSG00000213178.3
77861	1.0	hepg2	RPL36AP48	ENSG00000213180.4
32232	1.0	pgp1_excite_neuron	RPS7P8	ENSG00000213183.3
85961	1.0	adrenal gland	SULT2A1	ENSG00000105398.3
85958	1.0	h1	CRX	ENSG00000105392.15
14081	1.0	pc9	PPP1R14BP2	ENSG00000213082.3
33446	1.0	hepg2	AL390955.1	ENSG00000213078.3
8578	1.0	a673	MAP10	ENSG00000212916.4
8480	1.0	a673	SPHAR	ENSG00000213029.3
42892	1.0	gm12878	BX005266.1	ENSG00000212951.5
52296	1.0	a673	HNRNPA1P40	ENSG00000212961.4
40753	1.0	adrenal gland	RPS26P6	ENSG00000212994.5
40075	1.0	colon	BTF3P12	ENSG00000213003.3
87618	1.0	h9_chondro	RPS15AP36	ENSG00000213013.4
86553	1.0	hmec	KLK9	ENSG00000213022.5
86631	1.0	gm12878	SIGLEC5	ENSG00000105501.12
46537	1.0	adrenal gland	COX20P1	ENSG00000213025.2
86152	1.0	pgp1_astro	CGB8	ENSG00000213030.5
6533	1.0	adrenal gland	RPL31P11	ENSG00000213075.7
8109	1.0	h9_neural_crest	AURKAP1	ENSG00000213033.4
37121	1.0	vessels	TPM3P1	ENSG00000213050.5
7191	1.0	heart	RPL5P5	ENSG00000213051.3
6763	1.0	brain	AL021068.1	ENSG00000213062.4
6680	1.0	pgp1_excite_neuron	AL451050.1	ENSG00000213068.3
6609	1.0	gm12878	HMGB3P6	ENSG00000213070.3
33558	1.0	caco2	LPAL2	ENSG00000213071.11
33548	1.0	adipose	AL353625.1	ENSG00000213073.4
48723	1.0	liver	KRTAP5-6	ENSG00000205864.1
59916	1.0	calu3	PCOTH	ENSG00000205861.11
92353	1.0	brain	RFPL3S	ENSG00000205853.10
75460	1.0	heart	SLFN12L	ENSG00000205045.8
27940	1.0	h1	PCDHA7	ENSG00000204963.5
27936	1.0	pgp1_endo	PCDHA5	ENSG00000204965.8
34203	1.0	adipose	MEOX2	ENSG00000106511.5
27930	1.0	a673	PCDHA2	ENSG00000204969.6
27927	1.0	calu3	PCDHA1	ENSG00000204970.9
85158	1.0	hepg2	ERICH4	ENSG00000204978.2
72829	1.0	pgp1_excite_neuron	PABPN1L	ENSG00000205022.9
72748	1.0	brain	AC134312.1	ENSG00000205037.2
57944	1.0	adipose	LINC02397	ENSG00000205056.8
27943	1.0	a673	PCDHA9	ENSG00000204961.6
84774	1.0	lung	LGALS7	ENSG00000205076.4
72362	1.0	brain	SYCE1L	ENSG00000205078.5
10042	1.0	hl60_m1_12hr	C2orf91	ENSG00000205086.7
206	1.0	a673	TMEM240	ENSG00000205090.8
60464	1.0	adrenal gland	COX17P1	ENSG00000205105.6
50137	1.0	a673	DKFZp779M0652	ENSG00000205106.4
24822	1.0	h9_panc_progen	C4orf47	ENSG00000205129.8
36662	1.0	caco2	MOGAT3	ENSG00000106384.11
27941	1.0	h9_neural_crest	PCDHA8	ENSG00000204962.5
28004	1.0	h9_de	PCDHGA1	ENSG00000204956.5
10808	1.0	pc9	OR7E91P	ENSG00000205847.6
85796	1.0	adipose	PNMA8B	ENSG00000204851.6
51322	1.0	h1_de	SPDYC	ENSG00000204710.2
45667	1.0	brain	MALRD1	ENSG00000204740.10
28817	1.0	brain	AC008429.1	ENSG00000204758.7
